"year","เดือน","วันที่","เซล","เขตการขาย","Segment","LastSegment","LastGroupCode","LastGroupOfDebt","ลูกค้า","รหัสหลัก","ชื่อหลัก","typecode","categorycode","formatcode","groupcode","Code","Name1","weight","จำนวน","UnitCode","Price","volume","TurnOver","DebtLimit1","DocDate","CreditDay","DocNo","taxNo","FOC","Period","Q","TYPE","หนี้ในเดือน","SumOfAmount","Email"
2026,1,19,"SUP : SUP","38 : อ.ลาดยาว","2H : ร้านค้าส่ง 2W (WholeSale)","2H : ร้านค้าส่ง 2W (WholeSale)","WHOLESALE","WholeSale","205-117  ร้านจักรพงษ์พาณิชย์","205-117","ร้านจักรพงษ์พาณิชย์","CTSP","SPECIAL","MCO-ANCIL","SCT GEAR","3435981","SCOOTER GEAR 80W90 12X 0.12L R",$0.12,$2.00,"ล",$465.00,$2.88,$869.16,$100000.00,19-Jan-2026 0:00:00,1,"CA69324-16163","INV-69-00339","","P1","Q1","PCO","หนี้ในเดือน",$930.00,"autopoom11@gmail.com"
2026,1,19,"SUP : SUP","38 : อ.ลาดยาว","2H : ร้านค้าส่ง 2W (WholeSale)","2H : ร้านค้าส่ง 2W (WholeSale)","WHOLESALE","WholeSale","205-117  ร้านจักรพงษ์พาณิชย์","205-117","ร้านจักรพงษ์พาณิชย์","MCO","MCO - 2T","GO2T","2T-GO","3429277","GO!2T  12X1L. HL",$1.00,$2.00,"ล",$1220.00,$24.00,$2280.37,$100000.00,19-Jan-2026 0:00:00,1,"CA69324-16163","INV-69-00339","","P1","Q1","MCO","หนี้ในเดือน",$2440.00,"autopoom11@gmail.com"
2026,1,19,"SUP : SUP","38 : อ.ลาดยาว","2H : ร้านค้าส่ง 2W (WholeSale)","2H : ร้านค้าส่ง 2W (WholeSale)","WHOLESALE","WholeSale","205-117  ร้านจักรพงษ์พาณิชย์","205-117","ร้านจักรพงษ์พาณิชย์","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439391","ACTIV 4T 20W40  12X0.8L  SN  R",$0.80,$5.00,"ล",$1120.00,$48.00,$5233.64,$100000.00,19-Jan-2026 0:00:00,1,"CA69324-16163","INV-69-00339","","P1","Q1","MCO","หนี้ในเดือน",$5600.00,"autopoom11@gmail.com"
2026,1,19,"SUP : SUP","38 : อ.ลาดยาว","2H : ร้านค้าส่ง 2W (WholeSale)","2H : ร้านค้าส่ง 2W (WholeSale)","WHOLESALE","WholeSale","205-117  ร้านจักรพงษ์พาณิชย์","205-117","ร้านจักรพงษ์พาณิชย์","MCO","MCO - 4T","ACTIV 4T","ACTIV SCT","3438918","ACTIV AT 20W40 12X0.8L SN  R",$0.80,$5.00,"ล",$1275.00,$48.00,$5957.94,$100000.00,19-Jan-2026 0:00:00,1,"CA69324-16163","INV-69-00339","","P1","Q1","MCO","หนี้ในเดือน",$6375.00,"autopoom11@gmail.com"
2026,1,19,"SUP : SUP","38 : อ.ลาดยาว","2H : ร้านค้าส่ง 2W (WholeSale)","2H : ร้านค้าส่ง 2W (WholeSale)","WHOLESALE","WholeSale","205-117  ร้านจักรพงษ์พาณิชย์","205-117","ร้านจักรพงษ์พาณิชย์","MCO","MCO - 4T","POWER1 4T","4T-PW","3439376","POWER1 4T 10W30 12X0.8L  SP R",$0.80,$3.00,"ล",$1450.00,$28.80,$4065.42,$100000.00,19-Jan-2026 0:00:00,1,"CA69324-16163","INV-69-00339","","P1","Q1","MCO","หนี้ในเดือน",$4350.00,"autopoom11@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","25 : อ.พยุหะคีรี","2B-1 : BikePoint Option 1 (150L)","2B-1 : BikePoint Option 1 (150L)","BIKEPOINT",,"205-11  ร้านพะเยาว์จักรยาน","205-11","ร้านพะเยาว์จักรยาน","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439391","ACTIV 4T 20W40  12X0.8L  SN  R",$0.80,$4.00,"ล",$1147.00,$38.40,$4287.85,$40000.00,19-Jan-2026 0:00:00,30,"CR69362-18060","INV-69-00360","","P1","Q1","MCO","",$4588.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","25 : อ.พยุหะคีรี","2B-1 : BikePoint Option 1 (150L)","2B-1 : BikePoint Option 1 (150L)","BIKEPOINT",,"205-11  ร้านพะเยาว์จักรยาน","205-11","ร้านพะเยาว์จักรยาน","MCO","MCO - 4T","ACTIV 4T","ACTIV SCT","3438918","ACTIV AT 20W40 12X0.8L SN  R",$0.80,$2.00,"ล",$1301.00,$19.20,$2431.78,$40000.00,19-Jan-2026 0:00:00,30,"CR69362-18060","INV-69-00360","","P1","Q1","MCO","",$2602.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","25 : อ.พยุหะคีรี","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"113-1944  นิคมมอเตอร์","113-1944","นิคมมอเตอร์","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439391","ACTIV 4T 20W40  12X0.8L  SN  R",$0.80,$2.00,"ล",$1136.00,$19.20,$2123.36,$0.00,19-Jan-2026 0:00:00,1,"CA69362-18059","INV-69-00359","","P1","Q1","MCO","หนี้ในเดือน",$2272.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","25 : อ.พยุหะคีรี","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"113-1944  นิคมมอเตอร์","113-1944","นิคมมอเตอร์","MCO","MCO - 4T","ACTIV 4T","ACTIV SCT","3438918","ACTIV AT 20W40 12X0.8L SN  R",$0.80,$2.00,"ล",$1288.00,$19.20,$2407.48,$0.00,19-Jan-2026 0:00:00,1,"CA69362-18059","INV-69-00359","","P1","Q1","MCO","หนี้ในเดือน",$2576.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","25 : อ.พยุหะคีรี","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"205-344  ช่างเอี่ยม(พยุหะคีรี)","205-344","ช่างเอี่ยม(พยุหะคีรี)","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439391","ACTIV 4T 20W40  12X0.8L  SN  R",$0.80,$3.00,"ล",$1147.00,$28.80,$3215.89,$40000.00,19-Jan-2026 0:00:00,30,"CR69361-18013","INV-69-00321","","P1","Q1","MCO","",$3441.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","25 : อ.พยุหะคีรี","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"205-344  ช่างเอี่ยม(พยุหะคีรี)","205-344","ช่างเอี่ยม(พยุหะคีรี)","MCO","MCO - 4T","ACTIV 4T","ACTIV SCT","3438918","ACTIV AT 20W40 12X0.8L SN  R",$0.80,$2.00,"ล",$1301.00,$19.20,$2431.78,$40000.00,19-Jan-2026 0:00:00,30,"CR69361-18013","INV-69-00321","","P1","Q1","MCO","",$2602.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","25 : อ.พยุหะคีรี","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"205-344  ช่างเอี่ยม(พยุหะคีรี)","205-344","ช่างเอี่ยม(พยุหะคีรี)","MCO","MCO - 4T","POWER1 4T","4T-PW","3442232","POWER1 4T 10W-40  12X0.8L N",$0.80,$1.00,"ล",$1490.00,$9.60,$1392.52,$40000.00,19-Jan-2026 0:00:00,30,"CR69361-18013","INV-69-00321","","P1","Q1","MCO","",$1490.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","25 : อ.พยุหะคีรี","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","113-1901  เกษมการยาง","113-1901","เกษมการยาง","CTSP","CT","CT","CRB TURBO","3436200","CRB TM 20W50 CH4 3X6P1L R",$7.00,$1.00,"ล",$2390.00,$21.00,$2233.64,$0.00,19-Jan-2026 0:00:00,30,"CR69361-18049","INV-69-00340","","P1","Q1","PCO","",$2390.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","25 : อ.พยุหะคีรี","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","113-1901  เกษมการยาง","113-1901","เกษมการยาง","PCO","PCO - CTL","GTX","GTX","3435736","GTX  20W50  3X4 L R",$4.00,$1.00,"ล",$1458.00,$12.00,$1362.62,$0.00,19-Jan-2026 0:00:00,30,"CR69361-18049","INV-69-00340","","P1","Q1","PCO","",$1458.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","25 : อ.พยุหะคีรี","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","113-1901  เกษมการยาง","113-1901","เกษมการยาง","PCO","PCO - CTL","GTX","GTX-PU","3439370","GTX  DIESEL 20W50  3X6L  R",$6.00,$1.00,"ล",$1828.00,$18.00,$1708.41,$0.00,19-Jan-2026 0:00:00,30,"CR69361-18049","INV-69-00340","","P1","Q1","PCO","",$1828.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","25 : อ.พยุหะคีรี","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","113-1901  เกษมการยาง","113-1901","เกษมการยาง","PCO","PCO - CTL","MAG","MAG-PU","3439595","MAGNATEC  PU 10W30  3X6P1L FS  R",$7.00,$1.00,"ล",$3338.00,$21.00,$3119.63,$0.00,19-Jan-2026 0:00:00,30,"CR69361-18049","INV-69-00340","","P1","Q1","PCO","",$3338.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","25 : อ.พยุหะคีรี","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","113-1901  เกษมการยาง","113-1901","เกษมการยาง","PCO","PCO - CTL","MAG","MAG-PU","3439624","MAGNATEC  PU 15W40  3X6P1L  FS  R",$7.00,$1.00,"ล",$3338.00,$21.00,$3119.63,$0.00,19-Jan-2026 0:00:00,30,"CR69361-18049","INV-69-00340","","P1","Q1","PCO","",$3338.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2B-1 : BikePoint Option 1 (150L)","2B-1 : BikePoint Option 1 (150L)","BIKEPOINT",,"205-586  วิทยามอเตอร์","205-586","วิทยามอเตอร์","MCO","MCO - 4T","POWER1 4T","4T-PW RAC","3440472","POWER1  UL  AT 5W40  12X1L",$1.00,$1.00,"กป",$0.00,$1.00,$0.00,$20000.00,19-Jan-2026 0:00:00,30,"CR69361-18019","INV-69-00320","Y","P1","Q1","MCO","",$0.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2B-1 : BikePoint Option 1 (150L)","2B-1 : BikePoint Option 1 (150L)","BIKEPOINT",,"205-586  วิทยามอเตอร์","205-586","วิทยามอเตอร์","MCO","MCO - 4T","POWER1 4T","4T-PW RAC","3440472","POWER1  UL  AT 5W40  12X1L",$1.00,$8.00,"กป",$265.00,$8.00,$1981.31,$20000.00,19-Jan-2026 0:00:00,30,"CR69361-18019","INV-69-00320","","P1","Q1","MCO","",$2120.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"113-1671  แก้วการช่าง","113-1671","แก้วการช่าง","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439390","ACTIV 4T 20W-40  12X1L F TH",$1.00,$1.00,"ล",$1360.00,$12.00,$1271.03,$0.00,19-Jan-2026 0:00:00,10,"CR69361-18003","INV-69-00327","","P1","Q1","MCO","หนี้ในเดือน",$1360.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"113-1671  แก้วการช่าง","113-1671","แก้วการช่าง","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439391","ACTIV 4T 20W40  12X0.8L  SN  R",$0.80,$1.00,"ล",$1147.00,$9.60,$1071.96,$0.00,19-Jan-2026 0:00:00,10,"CR69361-18003","INV-69-00327","","P1","Q1","MCO","หนี้ในเดือน",$1147.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"113-1671  แก้วการช่าง","113-1671","แก้วการช่าง","MCO","MCO - 4T","ACTIV 4T","ACTIV SCT","3438918","ACTIV AT 20W40 12X0.8L SN  R",$0.80,$1.00,"ล",$1301.00,$9.60,$1215.89,$0.00,19-Jan-2026 0:00:00,10,"CR69361-18003","INV-69-00327","","P1","Q1","MCO","หนี้ในเดือน",$1301.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"205-141  สิทธิชัยมอเตอร์ 2003","205-141","สิทธิชัยมอเตอร์ 2003","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439391","ACTIV 4T 20W40  12X0.8L  SN  R",$0.80,$5.00,"ล",$1147.00,$48.00,$5359.81,$100000.00,19-Jan-2026 0:00:00,30,"CR69361-18033","INV-69-00315","","P1","Q1","MCO","",$5735.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"205-141  สิทธิชัยมอเตอร์ 2003","205-141","สิทธิชัยมอเตอร์ 2003","MCO","MCO - 4T","POWER1 4T","4T-PW","3439376","POWER1 4T 10W30 12X0.8L  SP R",$0.80,$5.00,"กป",$0.00,$4.00,$0.00,$100000.00,19-Jan-2026 0:00:00,30,"CR69361-18033","INV-69-00315","Y","P1","Q1","MCO","",$0.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"205-915  ร้านช่างโจ","205-915","ร้านช่างโจ","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439391","ACTIV 4T 20W40  12X0.8L  SN  R",$0.80,$1.00,"กป",$0.00,$0.80,$0.00,$100000.00,19-Jan-2026 0:00:00,30,"CR69361-18028","INV-69-00317","Y","P1","Q1","MCO","",$0.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"205-915  ร้านช่างโจ","205-915","ร้านช่างโจ","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439391","ACTIV 4T 20W40  12X0.8L  SN  R",$0.80,$3.00,"ล",$1147.00,$28.80,$3215.89,$100000.00,19-Jan-2026 0:00:00,30,"CR69361-18028","INV-69-00317","","P1","Q1","MCO","",$3441.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"205-915  ร้านช่างโจ","205-915","ร้านช่างโจ","MCO","MCO - 4T","ACTIV 4T","ACTIV SCT","3438918","ACTIV AT 20W40 12X0.8L SN  R",$0.80,$2.00,"ล",$1301.00,$19.20,$2431.78,$100000.00,19-Jan-2026 0:00:00,30,"CR69361-18028","INV-69-00317","","P1","Q1","MCO","",$2602.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2B-P : BikePoint Hybrid (300L)","2B-P : BikePoint Hybrid (300L)","BIKEPOINT","Hybrid","205-933/1  โกสีย์มอเตอร์","205-933","โกสีย์จักรยาน(กิมฟอง)","MCO","MCO - 2T","GO2T","2T-GO","3429277","GO!2T  12X1L. HL",$1.00,$2.00,"ล",$1246.00,$24.00,$2328.97,$1000000.00,19-Jan-2026 0:00:00,1,"CR69380-18997","INV-69-00322","","P1","Q1","MCO","หนี้ในเดือน",$2492.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2B-P : BikePoint Hybrid (300L)","2B-P : BikePoint Hybrid (300L)","BIKEPOINT","Hybrid","205-933/1  โกสีย์มอเตอร์","205-933","โกสีย์จักรยาน(กิมฟอง)","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439391","ACTIV 4T 20W40  12X0.8L  SN  R",$0.80,$10.00,"ล",$1118.00,$96.00,$10448.60,$1000000.00,19-Jan-2026 0:00:00,1,"CR69380-18997","INV-69-00322","","P1","Q1","MCO","หนี้ในเดือน",$11180.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2B-P : BikePoint Hybrid (300L)","2B-P : BikePoint Hybrid (300L)","BIKEPOINT","Hybrid","205-933/1  โกสีย์มอเตอร์","205-933","โกสีย์จักรยาน(กิมฟอง)","MCO","MCO - 4T","ACTIV 4T","ACTIV SCT","3438918","ACTIV AT 20W40 12X0.8L SN  R",$0.80,$3.00,"ล",$1272.00,$28.80,$3566.36,$1000000.00,19-Jan-2026 0:00:00,1,"CR69380-18997","INV-69-00322","","P1","Q1","MCO","หนี้ในเดือน",$3816.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2B-P : BikePoint Hybrid (300L)","2B-P : BikePoint Hybrid (300L)","BIKEPOINT","Hybrid","205-933/1  โกสีย์มอเตอร์","205-933","โกสีย์จักรยาน(กิมฟอง)","MCO","MCO - 4T","POWER1 4T","4T-PW","3439375","POWER1 4T 10W30  12X1L   SP R",$1.00,$1.00,"ล",$1762.00,$12.00,$1646.73,$1000000.00,19-Jan-2026 0:00:00,1,"CR69380-18997","INV-69-00322","","P1","Q1","MCO","หนี้ในเดือน",$1762.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-1530  บริษัท ธนิดา จำกัด","113-1530","บริษัท ธนิดา จำกัด","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439390","ACTIV 4T 20W-40  12X1L F TH",$1.00,$2.00,"ล",$1346.00,$24.00,$2515.89,$0.00,19-Jan-2026 0:00:00,1,"CA69380-18988","INV-69-00334","","P1","Q1","MCO","หนี้ในเดือน",$2692.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-1530  บริษัท ธนิดา จำกัด","113-1530","บริษัท ธนิดา จำกัด","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439391","ACTIV 4T 20W40  12X0.8L  SN  R",$0.80,$2.00,"ล",$1136.00,$19.20,$2123.36,$0.00,19-Jan-2026 0:00:00,1,"CA69380-18988","INV-69-00334","","P1","Q1","MCO","หนี้ในเดือน",$2272.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-1530  บริษัท ธนิดา จำกัด","113-1530","บริษัท ธนิดา จำกัด","MCO","MCO - 4T","ACTIV 4T","ACTIV SCT","3438918","ACTIV AT 20W40 12X0.8L SN  R",$0.80,$2.00,"ล",$1288.00,$19.20,$2407.48,$0.00,19-Jan-2026 0:00:00,1,"CA69380-18988","INV-69-00334","","P1","Q1","MCO","หนี้ในเดือน",$2576.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-1530  บริษัท ธนิดา จำกัด","113-1530","บริษัท ธนิดา จำกัด","MCO","MCO - 4T","ACTIV 4T","ACTIV SCT","3442841","ACTIV  AT 20W40+SGO  12X0.92L",$0.92,$3.00,"ล",$1568.00,$33.12,$4396.26,$0.00,19-Jan-2026 0:00:00,1,"CA69380-18988","INV-69-00334","","P1","Q1","MCO","หนี้ในเดือน",$4704.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-1530  บริษัท ธนิดา จำกัด","113-1530","บริษัท ธนิดา จำกัด","MCO","MCO - 4T","POWER1 4T","4T-PW","3439375","POWER1 4T 10W30  12X1L   SP R",$1.00,$1.00,"ล",$1779.00,$12.00,$1662.62,$0.00,19-Jan-2026 0:00:00,1,"CA69380-18988","INV-69-00334","","P1","Q1","MCO","หนี้ในเดือน",$1779.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-1530  บริษัท ธนิดา จำกัด","113-1530","บริษัท ธนิดา จำกัด","MCO","MCO - 4T","POWER1 4T","4T-PW","3439376","POWER1 4T 10W30 12X0.8L  SP R",$0.80,$3.00,"ล",$1475.00,$28.80,$4135.51,$0.00,19-Jan-2026 0:00:00,1,"CA69380-18988","INV-69-00334","","P1","Q1","MCO","หนี้ในเดือน",$4425.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-1530  บริษัท ธนิดา จำกัด","113-1530","บริษัท ธนิดา จำกัด","MCO","MCO - 4T","POWER1 4T","4T-PW","3439376","POWER1 4T 10W30 12X0.8L  SP R",$0.80,$5.00,"กป",$0.00,$4.00,$0.00,$0.00,19-Jan-2026 0:00:00,1,"CA69380-18988","INV-69-00334","Y","P1","Q1","MCO","หนี้ในเดือน",$0.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-2091  ช่างหนุ่ย","113-2091","ช่างหนุ่ย","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439391","ACTIV 4T 20W40  12X0.8L  SN  R",$0.80,$2.00,"ล",$1136.00,$19.20,$2123.36,$0.00,19-Jan-2026 0:00:00,1,"CA69362-18058","INV-69-00358","","P1","Q1","MCO","หนี้ในเดือน",$2272.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"205-955  ช่างเณรมอเตอร์ไซต์","205-955","ช่างเณรมอเตอร์ไซต์","MCO","MCO - 4T","POWER1 4T","4T-PW","3439376","POWER1 4T 10W30 12X0.8L  SP R",$0.80,$1.00,"ล",$1475.00,$9.60,$1378.50,$10000.00,19-Jan-2026 0:00:00,1,"CA69362-18054","INV-69-00312","","P1","Q1","MCO","หนี้ในเดือน",$1475.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","113-1220  เตี้ยไดนาโม","113-1220","เตี้ยไดนาโม","PCO","PCO - CTL","EDGE","EDGE-PU","3436578","EDGE PU 5W30 1X6P1L  R",$7.00,$1.00,"ล",$1985.00,$7.00,$1855.14,$0.00,19-Jan-2026 0:00:00,30,"CR69380-18998","INV-69-00338","","P1","Q1","PCO","",$1985.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","113-1220  เตี้ยไดนาโม","113-1220","เตี้ยไดนาโม","PCO","PCO - CTL","GTX","GTX-PU","3439370","GTX  DIESEL 20W50  3X6L  R",$6.00,$1.00,"ล",$1828.00,$18.00,$1708.41,$0.00,19-Jan-2026 0:00:00,30,"CR69380-18998","INV-69-00338","","P1","Q1","PCO","",$1828.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","113-1220  เตี้ยไดนาโม","113-1220","เตี้ยไดนาโม","PCO","PCO - CTL","MAG","MAG-PU","3435551","MAGNATEC  PU  10W30  12x1L R",$1.00,$1.00,"ล",$2759.00,$12.00,$2578.50,$0.00,19-Jan-2026 0:00:00,30,"CR69380-18998","INV-69-00338","","P1","Q1","PCO","",$2759.00,"dsr5nakhonsawan@gmail.com"
2026,1,19,"นครสวรรค์ 1 : มัดหมี่","33 : อ.เมือง นครสวรรค์","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","113-1220  เตี้ยไดนาโม","113-1220","เตี้ยไดนาโม","PCO","PCO - CTL","MAG","MAG-PU","3439595","MAGNATEC  PU 10W30  3X6P1L FS  R",$7.00,$2.00,"ล",$3338.00,$42.00,$6239.25,$0.00,19-Jan-2026 0:00:00,30,"CR69380-18998","INV-69-00338","","P1","Q1","PCO","",$6676.00,"dsr5nakhonsawan@gmail.com"
